,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
396,"新闻学,汉语言文学,社会学  ",,综合管理,二年,学士,本科,397,1,虹口区,具有两年以上基层工作经历的人员,不限,宣传部,2010397,社会宣传科一级科员,组织开展社会宣传工作，推进区内重大主题教育、爱国主义教育活动；组织做好区内电影和出版业的综合管理协调工作。,有较强的文字功底，工作严谨，政治意识强；熟悉机关公文办理，善于沟通、联络，具有较好的组织协调能力。,具有新闻、社区工作经历者优先考虑。 ,False,0,False,0,1
397,不限 ,不限 ,综合管理,二年,学士,本科及以上,398,1,虹口区,具有两年以上基层工作经历的人员,不限,国资委,2010398,办公室一级科员,从事机关公共事务和内部事务协调管理、文字信息、文件传阅、印章管理、保密机要文件、会议会务、督促督办等综合性工作。,具有较好的政策理论水平和法律知识，具备较强的群众工作能力，具有应对突发事件和处理复杂问题的能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,具有办公室工作经验者优先。 ,False,0,False,0,1
398,不限 ,不限 ,综合管理,二年,学士,本科及以上,399,1,虹口区,具有两年以上基层工作经历的人员,不限,四川北路街道,2010399,社区管理办一级科员,从事辖区内城市管理、综合执法、市容保障、市政建设、食品安全、爱国卫生、防汛防台、垃圾分类等综合管理工作。,具有较好的政策理论水平和法律知识，具备较强的群众工作能力，具有应对突发事件和处理复杂问题的能力，具有社区工作经历或与职位相关的工作经历，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,中共党员优先，本职位需经常加班。 ,False,0,False,0,1
399,不限 ,不限 ,综合管理,二年,学士,本科及以上,400,1,虹口区,具有两年以上基层工作经历的人员,不限,四川北路街道,2010400,平安办一级科员,从事辖区内社区治安综合管理、平安建设、安全生产、信访接待、社区稳控等工作。,具有较好的政策理论水平和法律知识，具备较强的群众工作能力，具有应对突发事件和处理复杂问题的能力，具有社区工作经历或与职位相关的工作经历，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,中共党员优先，本职位需经常加班。 ,False,0,False,0,1
400,"计算机科学与技术,电气工程及其自动化,通信工程  ",不限 ,信息管理,二年,学士,本科及以上,401,1,虹口区,具有两年以上基层工作经历的人员,不限,科学技术委员会,2010401,信息基础设施管理科一级科员,新一代信息基础设施协调推进，无线电科普宣传。,具有较强的协调沟通和项目管理能力，具有与职位要求相关的工作经历。,,False,0,False,0,1
401,"经济学类,计算机科学与技术,电气工程及其自动化  ",不限 ,综合管理,二年,学士,本科及以上,402,1,虹口区,具有两年以上基层工作经历的人员,不限,科学技术委员会,2010402,科技企业科一级科员,本区科技企业申报科技产业项目审查和推荐以及管理、跟踪、服务等工作。,具有较强的协调沟通和项目管理能力，具有与职位要求相关的工作经历。,,False,0,False,0,1
402,不限 ,不限 ,财经管理,二年,学士,本科及以上,403,1,虹口区,具有两年以上基层工作经历的人员,不限,凉城新村街道,2010403,党政办公室一级科员,从事财务相关工作，编制部门财务预算、决算，开展账务处理及财务报表制作等工作。,具有会计师职称和财务工作经历，熟练运用常用办公软件和财务软件。工作细致、责任心强。,中共党员优先。 ,False,0,False,0,1
403,"社会学类,汉语言文学,公共管理类  ","社会学类,汉语言文字学,公共管理类 ",综合管理,二年,学士,本科及以上,404,2,虹口区,具有两年以上基层工作经历的人员,中共党员,欧阳路街道,2010404,社区党建办一级科员,从事社区党建，推进区域化党建和“两新”组织党建、居民区党组织建设及党员的教育、管理和发展工作。,具有较好的政策理论水平和法律知识，具备较强的群众工作能力，具有应对突发事件和处理复杂问题的能力，具有二年以上社区工作经历或与职位相关的工作经历，具有较强的语言文字能力与口头表达能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,2
404,"社会学类,法学类,公共管理类  ","法学类,社会学类,公共管理类 ",政法,二年,学士,本科及以上,405,2,虹口区,具有两年以上基层工作经历的人员,不限,欧阳路街道,2010405,社区平安办一级科员,从事辖区内社区治安综合管理、平安建设、安全生产、信访接待、社区稳控等工作。,具有较好的政策理论水平和法律知识，具备较强的群众工作能力，具有应对突发事件和处理复杂问题的能力，具有二年以上社区工作经历或与职位相关的工作经历，具有较强的工作责任心，具有较强的组织计划与综合协调能力，身体素质好。,,False,0,False,0,2
405,"经济学,财务管理,人力资源管理  ",经济学 ,财经管理,二年,学士,本科及以上,406,1,虹口区,具有两年以上基层工作经历的人员,不限,金融工作局,2010406,办公室一级科员,负责各类文字材料的起草，各类信息的收集、报送，文件收发、传阅和接待工作；协助做好日常人事管理和考核工作；协助做好文书材料归档等保障工作。,具有较强的专业理论功底，有较强的文字水平、沟通协调能力和调研分析能力。,1、专业中经济学指的是学科门类。 2、研究生学历报考者须符合研究生专业条件，其本科阶段专业不限。 3、具有相关工作经验者优先，中共党员优先考虑，本职位需经常加班。 ,False,0,False,0,1
406,"经济学类,金融学类 ",不限 ,综合管理,二年,学士,本科及以上,407,1,虹口区,具有两年以上基层工作经历的人员,不限,广中路街道,2010407,一级科员,从事辖区内社区发展、规划、经济发展数据采集、服务企业等工作。,具有较强的专业知识和理论功底，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力，具有较强的计算机应用能力。具有2年以上企业相关工作经历。,具有大型国有企业工作经历者优先。 ,False,0,False,0,1
407,不限 ,不限 ,综合管理,二年,学士,本科及以上,408,2,虹口区,具有两年以上基层工作经历的人员,中共党员,曲阳路街道,2010408,一级科员,从事办公室日常工作；从事社区党建工作；从事与居民生活密切相关的社区公共服务工作等。,具有较强的专业知识和理论功底，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力，具有较强的计算机应用能力，具有较好的政策理论水平和法律知识，具备较强的群众工作能力，具有应对突发事件和处理复杂问题的能力，具有社区工作经历或与职位相关的工作经历，具有较强的语言文字能力与口头表达能力，具有较强的组织计划与综合协调能力。,具有相关工作经验者优先，本职位需经常加班。具有社区工作者资格证书者优先。 ,False,0,False,0,2
408,不限 ,不限 ,政法,二年,学士,本科及以上,409,1,虹口区,具有两年以上基层工作经历的人员,不限,曲阳路街道,2010409,一级科员,从事辖区内社区治安综合管理、平安建设、安全生产、信访接待、社区稳控等工作。,具有较好的政策理论水平和法律知识，具备较强的群众工作能力，具有应对突发事件和处理复杂问题的能力，具有较强的工作责任心，具有较强的组织计划与综合协调能力，身体素质好。,中共党员优先，具有社区安全生产、信访维稳接待工作经验者优先，具有社区工作者资格证书者优先。特殊时间节点，本职位需24小时值班，需经常加班。 ,False,0,False,0,1
409,"经济学类,财政学类,会计学  ","应用经济学类,财政学,会计学 ",财经管理,二年,学士,本科及以上,410,1,虹口区,具有两年以上基层工作经历的人员,不限,民政局,2010410,财务科一级科员,从事单位财务、会计工作。,具有会计师初级职称，熟悉财务政策，具有一定的财务相关工作经验。具有较强的文字表达及沟通协调能力。,有相关工作经验者优先。 ,False,0,False,0,1
410,"法学,文学,管理学  ","法学,文学,管理学 ",综合管理,二年,学士,本科及以上,411,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,宣传部,2010411,文明办活动指导科一级科员,从事精神文明建设创建活动组织、策划、实施。,具有较高的口头及文字表达能力；全日制本科及以上学历；具有较强的活动策划、组织、协调等能力。,,False,0,False,0,1
411,"法学,文学,管理学  ","法学,文学,管理学 ",综合管理,二年,学士,本科及以上,412,1,杨浦区,具有两年以上基层工作经历的人员,中共党员,宣传部,2010412,未成年人思想道德建设科一级科员,从事未成年人思想道德建设活动组织、策划、实施。,具有较高的口头及文字表达能力；全日制本科及以上学历；具有较强的活动策划、组织、协调等能力。,,False,0,False,0,1
412,"法学,管理学 ","法学,管理学 ",综合管理,二年,学士,本科及以上,413,1,杨浦区,具有两年以上基层工作经历的人员,不限,信访办,2010413,信访科一级科员,从事接待来访群众，办理信访件，维护信访秩序，做好临时性、突发性、紧急性信访矛盾处置和协调工作，完成领导交办的其他事项。,具有较强的语言文字表达能力；全日制本科及以上学历；熟悉有关政策、法规；该职位需要出差。,有相关信访工作经历者优先。 ,False,0,False,0,1
